id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944202-S0001plqA-A0000Rep1_IonCode_0239;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963841-S0001plqA-A0000Rep1_IonCode_0286;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982461-S0001plqA-A0000Rep1_IonCode_0221;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:04997:02348_SUB_SUB;160;0;7;1;0;0;19;12;4;9;15;0;0;15;15;2;26;0;2;1;15;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:05081:02424_SUB_SUB;183;0;7;10;7;2;9;24;0;0;28;0;0;2;0;0;33;0;4;0;0;4;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;7;0;2;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00759:02321_SUB_SUB;250;0;5;5;1;1;0;0;0;1;165;0;0;1;0;0;9;0;2;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;0;20;0;2;7;0;0;3;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00828:02166_SUB_SUB;227;0;3;2;0;9;2;34;0;2;34;0;0;0;0;34;0;33;1;3;0;3;3;0;0;0;0;0;3;0;0;0;10;0;0;18;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0
P8S2G:01035:02353_SUB_SUB;131;0;1;2;3;0;0;2;0;24;16;0;0;2;11;0;19;0;1;35;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00858:02865_SUB_SUB;121;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;4;1;0;3;0;0;0;1;0;0;0;0;0;0;2;7;0;0;13;0;0;0;1;1;0;5;0;0;1;0;0;1;0;1;0;3;0;0;2;0;2;0;4;0;1;7;0;0;5;0;0;20;1;6;0;3;1;0;1;0;0;0;2;0;0;1
P8S2G:00789:01183_SUB_SUB;169;0;5;13;1;5;2;29;0;3;56;0;0;2;0;0;17;0;1;0;2;1;3;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
P8S2G:00996:05117_SUB_SUB;5168;0;44;295;47;21;0;0;0;26;0;0;619;79;0;0;0;0;68;31;621;5;2;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;33;0;0;52;0;0;0;0;3;0;0;4;30;230;79;17;29;42;3;0;0;0;0;0;0;0;0;102;0;0;0;2;0;184;21;2;103;0;202;0;0;2044;0;0;0;0;0;0;0;0;0
P8S2G:04112:02626_SUB_SUB;180;0;10;1;1;0;4;3;0;0;0;0;0;7;2;0;16;1;0;0;0;6;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;19;4;2;0;0;1;0;0;4;0;45;1;0;1;0;0;0;0;0;0;0;0;0;3;11;0;10;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;9
P8S2G:04292:03066_SUB_SUB;1911;0;68;1;0;4;44;19;0;0;0;0;0;89;44;3;110;5;0;4;4;75;51;0;2;6;0;0;0;0;0;0;3;0;0;1;0;0;0;3;148;36;8;1;0;9;0;0;24;2;643;2;0;3;0;0;0;0;0;0;1;0;0;15;177;6;153;13;0;0;0;0;1;3;0;0;0;44;0;0;0;0;0;0;0;1;0;0;0;0;85
P8S2G:04540:02960_SUB_SUB;237;0;17;6;5;2;0;0;0;30;0;0;0;9;1;0;4;0;5;57;0;6;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;0;7;1;0;15;5;2;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:02989:02161_SUB_SUB;3348;0;23;33;51;4;0;17;0;176;0;0;189;0;17;0;0;0;27;0;7;73;2;57;79;0;109;0;0;4;1;0;0;0;0;0;0;0;0;3;353;38;0;63;0;0;0;0;0;0;30;6;82;430;122;221;76;73;0;0;9;0;0;350;1;239;3;84;0;29;0;0;0;54;2;22;64;0;4;0;0;0;0;118;3;0;0;0;0;0;0
P8S2G:03304:02150_SUB_SUB;147;0;3;37;11;4;0;0;0;8;0;0;0;3;0;0;0;0;3;11;0;0;0;5;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;2;8;0;0;1;0;0;0;0;5;3;2;0;0;6;3;0;0;0;0;0;0;0;0;9;0;0;0;6;2;4;0;0;0;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04926:06434_SUB_SUB;164;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;19;0;1;0;1;0;0;0;123;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04901:06916_SUB_SUB;339;0;7;14;10;0;3;11;0;11;20;0;0;14;3;0;64;0;15;2;24;16;9;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;55;14;8;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04749:03915_SUB_SUB;571;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;224;119;26;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04937:03967_SUB_SUB;552;0;0;0;3;0;0;11;0;108;81;0;0;12;3;0;84;0;5;186;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;3;16;4;1;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:05041:04367_SUB_SUB;109;0;1;16;1;2;0;8;0;0;5;0;0;5;5;0;12;0;6;2;15;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:02724:03289_SUB_SUB;102;0;5;0;0;0;0;0;0;1;65;0;0;0;0;0;9;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1;5;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
P8S2G:03027:03706_SUB_SUB;811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03296:03336_SUB_SUB;171;0;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4;13;6;1;0;3;0;1;0;1;0;0;5;0;0;0;2;6;0;0;24;0;0;0;1;1;2;3;0;0;6;1;1;2;0;0;0;3;0;0;2;0;3;2;10;4;3;5;0;0;4;0;0;19;2;13;1;0;3;0;1;1;1;0;3;0;1;1
P8S2G:04928:01064_SUB_SUB;226;0;13;0;0;3;3;4;0;0;0;0;0;15;10;1;15;0;0;0;0;5;5;1;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;1;11;4;3;0;0;2;0;0;2;0;64;0;0;0;0;0;0;0;0;0;2;0;0;4;6;0;20;8;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;8
P8S2G:03343:00640_SUB_SUB;105;0;0;10;0;5;0;0;0;0;0;0;0;1;0;0;0;0;1;7;0;0;0;5;2;0;0;0;4;0;5;0;0;0;1;3;0;0;0;5;0;0;1;1;0;0;1;1;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;18;1;0;5;1;0;0;3;1;0;5;5;2;1;0;1;0;0;0;0;0;2;0;0;0
P8S2G:03842:01255_SUB_SUB;137;0;1;0;0;3;1;54;0;0;9;0;0;0;0;16;0;18;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03512:02312_SUB_SUB;105;0;2;0;0;0;1;26;0;0;0;0;0;0;0;22;0;8;0;0;0;12;1;0;0;0;0;0;0;0;0;0;11;0;0;14;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03849:02263_SUB_SUB;155;0;4;0;0;1;2;3;0;0;0;0;0;7;5;0;14;3;1;0;0;3;4;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11;8;0;1;0;1;0;0;2;0;41;0;0;2;0;0;1;0;0;0;2;0;0;1;7;1;14;1;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;7
P8S2G:03801:02988_SUB_SUB;405;0;0;8;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;13;0;0;0;4;0;0;6;0;21;0;0;0;81;22;0;0;0;0;0;0;0;0;0;1;11;0;2;0;0;4;4;0;0;7;0;0;51;1;89;0;42;0;0;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
P8S2G:03706:04634_SUB_SUB;353;0;6;9;4;2;1;0;0;2;0;0;0;0;3;0;1;0;0;1;2;2;3;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;23;12;0;0;0;0;0;0;2;9;0;10;4;0;16;13;2;6;0;0;0;7;0;0;24;3;31;0;28;0;0;27;0;0;0;0;2;23;0;18;41;1;0;0;0;0;0;0;0;0;0;3
P8S2G:03891:03912_SUB_SUB;173;0;0;1;1;0;0;9;0;29;27;0;0;3;1;0;23;0;2;57;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03917:05386_SUB_SUB;129;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;3;5;0;0;0;0;0;1;0;0;3;0;0;0;3;5;1;0;17;0;0;0;2;2;1;1;0;0;0;1;0;2;0;0;0;1;0;0;3;0;2;5;6;2;0;7;1;1;5;0;0;21;1;6;1;0;3;0;0;0;0;0;2;1;0;0
P8S2G:00441:01536_SUB_SUB;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;17;8;2;5;0;0;0;0;0;0;1;0;0;0;0;15;13;230;38;0;0;4;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
P8S2G:00361:03871_SUB_SUB;103;0;1;2;2;0;0;0;0;2;5;0;0;1;0;0;0;0;3;0;4;2;0;0;0;0;2;1;0;0;0;0;0;0;0;4;0;0;0;6;1;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;0;1;0;0;1;0;10;8;0;13;0;21;0;0;6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
