id;count;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:04053:06785_SUB_SUB;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03628:03327_SUB_SUB;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03342:07177_SUB_SUB;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;56;10;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00147:06417_SUB_SUB;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;9;0;43;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;1;1;17;31;0;0;5;4;1;0;0;0;0;0;0;0;8;0;0;0;0;12;8;0;0;0;0;0;0;0;0;0;0;0;0;10;0
P8S2G:05001:02027_SUB_SUB;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;21;0;41;0;0;0;0;0;0;0;0;0;0;25;0;4;0;0;0;0;0;0;0;0;102;124;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;98;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00882:01035_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;50;75;10;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01306:04961_SUB_SUB;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;96;101;12;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04636:00919_SUB_SUB;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42;0;0;0;0;1;16;0;25;0;0;0;0;0;0;0;0;0;1;64;0;30;0;0;0;0;1;0;0;0;11;25;0;0;6;0;2;0;0;0;0;0;0;0;26;21;0;0;10;17;12;0;0;0;0;0;0;0;0;0;0;0;1;2;0
P8S2G:04177:06886_SUB_SUB;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04311:06438_SUB_SUB;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;3;1;0;0;0;0;0;0;0;0;0
P8S2G:00793:05961_SUB_SUB;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;22;0;0;0;0;26;56;0;0;23;0;0;0;0;20;0;145;0;0;0;0;6;0;0;18;1;0;0;8;1;0;0;7;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03756:01850_SUB_SUB;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;6;0;12;0;0;1;0;0;0;0;1;0;0;17;0;12;0;0;0;1;0;0;0;0;48;9;0;0;7;0;4;0;1;0;0;0;1;0;3;5;0;0;1;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00838:01912_SUB_SUB;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;25;0;0;0;7;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01175:02285_SUB_SUB;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00955:07422_SUB_SUB;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;16;0;15;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03985:06967_SUB_SUB;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03684:05454_SUB_SUB;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;24;0;189;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
P8S2G:04062:06781_SUB_SUB;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00273:05582_SUB_SUB;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;38;1;0;0;4;0;4;0;1;0;0;0;0;8;0;2;0;1;0;0;0;0;0;0;4;0;8;5;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;1;23
P8S2G:04127:06461_SUB_SUB;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;5;0;0;0;40;0;0;0;6;6;0;2;0;0;0;0;0;0;0;0;0;0;1;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;4;90;0;24;0
P8S2G:04025:07010_SUB_SUB;3537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3523;0;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04216:06958_SUB_SUB;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00792:05881_SUB_SUB;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;8;0;7;0;0;0;0;23;0;12;0;0;0;0;0;0;0;0;6;0;37;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
P8S2G:00275:02549_SUB_SUB;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;52;1;38;0;0;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
P8S2G:04341:06773_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00368:04786_SUB_SUB;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00418:04928_SUB_SUB;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;60;0;0;4;0;0;4;0;0;15;0;14;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03564:06590_SUB_SUB;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03560:03422_SUB_SUB;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04000:06520_SUB_SUB;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04246:06447_SUB_SUB;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00145:02553_SUB_SUB;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00201:02421_SUB_SUB;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00516:01080_SUB_SUB;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04397:06693_SUB_SUB;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00145:04803_SUB_SUB;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04898:01804_SUB_SUB;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04048:06833_SUB_SUB;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P8S2G:04084:06470_SUB_SUB;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01233:06131_SUB_SUB;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;16;0
P8S2G:00252:02422_SUB_SUB;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04007:06448_SUB_SUB;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04078:06533_SUB_SUB;1111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0
P8S2G:04091:06426_SUB_SUB;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00739:06072_SUB_SUB;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04568:06602_SUB_SUB;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;140;0;0;0;0;0;0;0;0;0;0;0
